date,revision,ticker,name
2009-10-01,2009-09-29,EXPD,Expeditors International
2009-10-01,2009-09-29,ESRX,Express Scripts
2009-10-01,2009-09-29,FAST,Fastenal
2009-10-01,2009-09-29,FSLR,First Solar
2009-10-01,2009-09-29,FISV,Fiserv
2009-10-01,2009-09-29,FLEX,Flextronics
2009-10-01,2009-09-29,FLIR,FLIR Systems
2009-10-01,2009-09-29,FWLT,Foster Wheeler
2009-10-01,2009-09-29,GRMN,Garmin
2009-10-01,2009-09-29,GENZ,Genzyme
2009-10-01,2009-09-29,GILD,Gilead Sciences
2009-10-01,2009-09-29,GOOG,Google
2009-10-01,2009-09-29,HANS,Hansen Natural
2009-10-01,2009-09-29,HSIC,Henry Schein
2009-10-01,2009-09-29,HOLX,Hologic
2009-10-01,2009-09-29,IACI,IAC/InterActiveCorp
2009-10-01,2009-09-29,ILMN,Illumina (company)
2009-10-01,2009-09-29,INFY,Infosys
2009-10-01,2009-09-29,INTC,Intel Corporation
2009-10-01,2009-09-29,INTU,Intuit
2009-10-01,2009-09-29,ISRG,Intuitive Surgical
2009-10-01,2009-09-29,JBHT,J.B. Hunt
2009-10-01,2009-09-29,JOYG,Joy Global
2009-10-01,2009-09-29,JNPR,Juniper Networks
2009-10-01,2009-09-29,KLAC,KLA-Tencor
2009-10-01,2009-09-29,LRCX,Lam Research
2009-10-01,2009-09-29,LBTYA,Liberty Global
2009-10-01,2009-09-29,LINTA,Liberty Media
2009-10-01,2009-09-29,LIFE,Life Technologies
2009-10-01,2009-09-29,LLTC,Linear Technology
2009-10-01,2009-09-29,LOGI,Logitech
2009-10-01,2009-09-29,MRVL,Marvell Technology Group
2009-10-01,2009-09-29,MXIM,Maxim Integrated Products
2009-10-01,2009-09-29,MCHP,Microchip Technology
2009-10-01,2009-09-29,MSFT,Microsoft
2009-10-01,2009-09-29,MICC,Millicom
2009-10-01,2009-09-29,NTAP,NetApp
2009-10-01,2009-09-29,NWSA,News Corporation
2009-10-01,2009-09-29,NIHD,NII Holdings
2009-10-01,2009-09-29,NVDA,Nvidia
2009-10-01,2009-09-29,ORLY,O'Reilly Auto Parts
2009-10-01,2009-09-29,ORCL,Oracle Corporation
2009-10-01,2009-09-29,PCAR,Paccar
2009-10-01,2009-09-29,PDCO,Patterson Companies
2009-10-01,2009-09-29,PAYX,Paychex
2009-10-01,2009-09-29,PPDI,Pharmaceutical Product Development
2009-10-01,2009-09-29,QCOM,Qualcomm
2009-10-01,2009-09-29,RIMM,Research In Motion
2009-10-01,2009-09-29,ROST,Ross Stores
2009-10-01,2009-09-29,RYAAY,Ryanair
2009-10-01,2009-09-29,STX,Seagate Technology
2009-10-01,2009-09-29,SHLD,Sears Holdings Corporation
2009-10-01,2009-09-29,SIAL,Sigma-Aldrich
2009-10-01,2009-09-29,SPLS,Staples (company)
2009-10-01,2009-09-29,SBUX,Starbucks
2009-10-01,2009-09-29,STLD,Steel Dynamics
2009-10-01,2009-09-29,SRCL,Stericycle
2009-10-01,2009-09-29,SYMC,Symantec
2009-10-01,2009-09-29,TEVA,Teva Pharmaceutical Industries
2009-10-01,2009-09-29,DTV,The DirecTV Group
2009-10-01,2009-09-29,URBN,Urban Outfitters
2009-10-01,2009-09-29,VRSN,VeriSign
2009-10-01,2009-09-29,VRTX,Vertex Pharmaceuticals
2009-10-01,2009-09-29,WCRX,Warner Chilcott
2009-10-01,2009-09-29,WYNN,Wynn Resorts
2009-10-01,2009-09-29,XLNX,Xilinx
2009-10-01,2009-09-29,YHOO,Yahoo!
2010-01-01,2009-12-30,ATVI,Activision Blizzard
2010-01-01,2009-12-30,ADBE,Adobe Systems
2010-01-01,2009-12-30,ALTR,Altera
2010-01-01,2009-12-30,AMZN,Amazon.com
2010-01-01,2009-12-30,AMGN,Amgen
2010-01-01,2009-12-30,APOL,Apollo Group
2010-01-01,2009-12-30,AAPL,Apple Inc.
2010-01-01,2009-12-30,AMAT,Applied Materials
2010-01-01,2009-12-30,ADSK,Autodesk
2010-01-01,2009-12-30,ADP,Automatic Data Processing
2010-01-01,2009-12-30,BIDU,Baidu
2010-01-01,2009-12-30,BBBY,Bed Bath & Beyond
2010-01-01,2009-12-30,BIIB,Biogen Idec
2010-01-01,2009-12-30,BMC,BMC Software
2010-01-01,2009-12-30,BRCM,Broadcom
2010-01-01,2009-12-30,CHRW,C. H. Robinson Worldwide
2010-01-01,2009-12-30,CA,"CA, Inc."
2010-01-01,2009-12-30,CELG,Celgene
2010-01-01,2009-12-30,CEPH,Cephalon
2010-01-01,2009-12-30,CERN,Cerner
2010-01-01,2009-12-30,CHKP,Check Point
2010-01-01,2009-12-30,CTAS,Cintas
2010-01-01,2009-12-30,CSCO,Cisco Systems
2010-01-01,2009-12-30,CTXS,Citrix Systems
2010-01-01,2009-12-30,CTSH,Cognizant Technology Solutions
2010-01-01,2009-12-30,CMCSA,Comcast
2010-01-01,2009-12-30,COST,Costco
2010-01-01,2009-12-30,DELL,Dell
2010-01-01,2009-12-30,XRAY,DENTSPLY International
2010-01-01,2009-12-30,DTV,DIRECTV
2010-01-01,2009-12-30,DISH,Dish Network
2010-01-01,2009-12-30,EBAY,eBay
2010-01-01,2009-12-30,ERTS,Electronic Arts
2010-01-01,2009-12-30,EXPE,"Expedia, Inc."
2010-01-01,2009-12-30,EXPD,Expeditors International
2010-01-01,2009-12-30,ESRX,Express Scripts
2010-01-01,2009-12-30,FAST,Fastenal
2010-01-01,2009-12-30,FSLR,First Solar
2010-01-01,2009-12-30,FISV,Fiserv
2010-01-01,2009-12-30,FLEX,Flextronics
2010-01-01,2009-12-30,FLIR,FLIR Systems
2010-01-01,2009-12-30,FWLT,Foster Wheeler
2010-01-01,2009-12-30,GRMN,Garmin
2010-01-01,2009-12-30,GENZ,Genzyme
2010-01-01,2009-12-30,GILD,Gilead Sciences
2010-01-01,2009-12-30,GOOG,Google
2010-01-01,2009-12-30,HSIC,Henry Schein
2010-01-01,2009-12-30,HOLX,Hologic
2010-01-01,2009-12-30,ILMN,Illumina (company)
2010-01-01,2009-12-30,INFY,Infosys
2010-01-01,2009-12-30,INTC,Intel Corporation
2010-01-01,2009-12-30,INTU,Intuit
2010-01-01,2009-12-30,ISRG,Intuitive Surgical
2010-01-01,2009-12-30,JBHT,J. B. Hunt
2010-01-01,2009-12-30,JOYG,Joy Global
2010-01-01,2009-12-30,KLAC,KLA Tencor
2010-01-01,2009-12-30,LRCX,Lam Research
2010-01-01,2009-12-30,LINTA,Liberty Media
2010-01-01,2009-12-30,LIFE,Life Technologies
2010-01-01,2009-12-30,LLTC,Linear Technology
2010-01-01,2009-12-30,LOGI,Logitech
2010-01-01,2009-12-30,MRVL,Marvell Technology Group
2010-01-01,2009-12-30,MAT,Mattel
2010-01-01,2009-12-30,MXIM,Maxim Integrated Products
2010-01-01,2009-12-30,MCHP,Microchip Technology
2010-01-01,2009-12-30,MSFT,Microsoft
2010-01-01,2009-12-30,MICC,Millicom
2010-01-01,2009-12-30,MYL,Mylan
2010-01-01,2009-12-30,NTAP,NetApp
2010-01-01,2009-12-30,NWSA,News Corporation
2010-01-01,2009-12-30,NIHD,NII Holdings
2010-01-01,2009-12-30,NVDA,Nvidia
2010-01-01,2009-12-30,ORLY,O'Reilly Auto Parts
2010-01-01,2009-12-30,ORCL,Oracle Corporation
2010-01-01,2009-12-30,PCAR,Paccar
2010-01-01,2009-12-30,PDCO,Patterson Companies
2010-01-01,2009-12-30,PAYX,Paychex
2010-01-01,2009-12-30,PCLN,Priceline.com
2010-01-01,2009-12-30,QGEN,Qiagen
2010-01-01,2009-12-30,QCOM,Qualcomm
2010-01-01,2009-12-30,RIMM,Research In Motion
2010-01-01,2009-12-30,ROST,Ross Stores Inc.
2010-01-01,2009-12-30,SNDK,SanDisk
2010-01-01,2009-12-30,STX,Seagate Technology
2010-01-01,2009-12-30,SHLD,Sears Holdings Corporation
2010-01-01,2009-12-30,SIAL,Sigma-Aldrich
2010-01-01,2009-12-30,SPLS,Staples Inc.
2010-01-01,2009-12-30,SBUX,Starbucks
2010-01-01,2009-12-30,SRCL,Stericycle
2010-01-01,2009-12-30,SYMC,Symantec
2010-01-01,2009-12-30,TEVA,Teva Pharmaceutical Industries
2010-01-01,2009-12-30,URBN,Urban Outfitters
2010-01-01,2009-12-30,VRSN,VeriSign
2010-01-01,2009-12-30,VRTX,Vertex Pharmaceuticals
2010-01-01,2009-12-30,VMED,Virgin Media
2010-01-01,2009-12-30,VOD,Vodafone
2010-01-01,2009-12-30,WCRX,Warner Chilcott
2010-01-01,2009-12-30,WYNN,Wynn Resorts
2010-01-01,2009-12-30,XLNX,Xilinx
2010-01-01,2009-12-30,YHOO,Yahoo!
2010-04-01,2010-03-25,ATVI,Activision Blizzard
2010-04-01,2010-03-25,ADBE,Adobe Systems
2010-04-01,2010-03-25,ALTR,Altera
2010-04-01,2010-03-25,AMZN,Amazon.com
2010-04-01,2010-03-25,AMGN,Amgen
2010-04-01,2010-03-25,APOL,Apollo Group
2010-04-01,2010-03-25,AAPL,Apple Inc.
2010-04-01,2010-03-25,AMAT,Applied Materials
2010-04-01,2010-03-25,ADSK,Autodesk
2010-04-01,2010-03-25,ADP,Automatic Data Processing
2010-04-01,2010-03-25,BIDU,Baidu
2010-04-01,2010-03-25,BBBY,Bed Bath & Beyond
2010-04-01,2010-03-25,BIIB,Biogen Idec
2010-04-01,2010-03-25,BMC,BMC Software
2010-04-01,2010-03-25,BRCM,Broadcom
2010-04-01,2010-03-25,CHRW,C. H. Robinson Worldwide
2010-04-01,2010-03-25,CA,"CA, Inc."
2010-04-01,2010-03-25,CELG,Celgene
2010-04-01,2010-03-25,CEPH,Cephalon
2010-04-01,2010-03-25,CERN,Cerner
2010-04-01,2010-03-25,CHKP,Check Point
2010-04-01,2010-03-25,CTAS,Cintas
2010-04-01,2010-03-25,CSCO,Cisco Systems
2010-04-01,2010-03-25,CTXS,Citrix Systems
2010-04-01,2010-03-25,CTSH,Cognizant Technology Solutions
2010-04-01,2010-03-25,CMCSA,Comcast
2010-04-01,2010-03-25,COST,Costco
2010-04-01,2010-03-25,DELL,Dell
2010-04-01,2010-03-25,XRAY,DENTSPLY International
2010-04-01,2010-03-25,DTV,DirecTV
2010-04-01,2010-03-25,DISH,Dish Network
2010-04-01,2010-03-25,EBAY,eBay
2010-04-01,2010-03-25,ERTS,Electronic Arts
2010-04-01,2010-03-25,EXPE,"Expedia, Inc."
2010-04-01,2010-03-25,EXPD,Expeditors International
2010-04-01,2010-03-25,ESRX,Express Scripts
2010-04-01,2010-03-25,FAST,Fastenal
2010-04-01,2010-03-25,FSLR,First Solar
2010-04-01,2010-03-25,FISV,Fiserv
2010-04-01,2010-03-25,FLEX,Flextronics
2010-04-01,2010-03-25,FLIR,FLIR Systems
2010-04-01,2010-03-25,FWLT,Foster Wheeler
2010-04-01,2010-03-25,GRMN,Garmin
2010-04-01,2010-03-25,GENZ,Genzyme
2010-04-01,2010-03-25,GILD,Gilead Sciences
2010-04-01,2010-03-25,GOOG,Google
2010-04-01,2010-03-25,HSIC,Henry Schein
2010-04-01,2010-03-25,HOLX,Hologic
2010-04-01,2010-03-25,ILMN,Illumina (company)
2010-04-01,2010-03-25,INFY,Infosys
2010-04-01,2010-03-25,INTC,Intel Corporation
2010-04-01,2010-03-25,INTU,Intuit
2010-04-01,2010-03-25,ISRG,Intuitive Surgical
2010-04-01,2010-03-25,JBHT,J. B. Hunt
2010-04-01,2010-03-25,JOYG,Joy Global
2010-04-01,2010-03-25,KLAC,KLA Tencor
2010-04-01,2010-03-25,LRCX,Lam Research
2010-04-01,2010-03-25,LINTA,Liberty Media
2010-04-01,2010-03-25,LIFE,Life Technologies
2010-04-01,2010-03-25,LLTC,Linear Technology
2010-04-01,2010-03-25,LOGI,Logitech
2010-04-01,2010-03-25,MRVL,Marvell Technology Group
2010-04-01,2010-03-25,MAT,Mattel
2010-04-01,2010-03-25,MXIM,Maxim Integrated Products
2010-04-01,2010-03-25,MCHP,Microchip Technology
2010-04-01,2010-03-25,MSFT,Microsoft
2010-04-01,2010-03-25,MICC,Millicom
2010-04-01,2010-03-25,MYL,Mylan
2010-04-01,2010-03-25,NTAP,NetApp
2010-04-01,2010-03-25,NWSA,News Corporation
2010-04-01,2010-03-25,NIHD,NII Holdings
2010-04-01,2010-03-25,NVDA,Nvidia
2010-04-01,2010-03-25,ORLY,O'Reilly Auto Parts
2010-04-01,2010-03-25,ORCL,Oracle Corporation
2010-04-01,2010-03-25,PCAR,Paccar
2010-04-01,2010-03-25,PDCO,Patterson Companies
2010-04-01,2010-03-25,PAYX,Paychex
2010-04-01,2010-03-25,PCLN,Priceline.com
2010-04-01,2010-03-25,QGEN,Qiagen
2010-04-01,2010-03-25,QCOM,Qualcomm
2010-04-01,2010-03-25,RIMM,Research In Motion
2010-04-01,2010-03-25,ROST,Ross Stores Inc.
2010-04-01,2010-03-25,SNDK,SanDisk
2010-04-01,2010-03-25,STX,Seagate Technology
2010-04-01,2010-03-25,SHLD,Sears Holdings Corporation
2010-04-01,2010-03-25,SIAL,Sigma-Aldrich
2010-04-01,2010-03-25,SPLS,Staples Inc.
2010-04-01,2010-03-25,SBUX,Starbucks
2010-04-01,2010-03-25,SRCL,Stericycle
2010-04-01,2010-03-25,SYMC,Symantec
2010-04-01,2010-03-25,TEVA,Teva Pharmaceutical Industries
2010-04-01,2010-03-25,URBN,Urban Outfitters
2010-04-01,2010-03-25,VRSN,VeriSign
2010-04-01,2010-03-25,VRTX,Vertex Pharmaceuticals
2010-04-01,2010-03-25,VMED,Virgin Media
2010-04-01,2010-03-25,VOD,Vodafone
2010-04-01,2010-03-25,WCRX,Warner Chilcott
2010-04-01,2010-03-25,WYNN,Wynn Resorts
2010-04-01,2010-03-25,XLNX,Xilinx
2010-04-01,2010-03-25,YHOO,Yahoo!
2010-07-01,2010-05-28,ATVI,Activision Blizzard
2010-07-01,2010-05-28,ADBE,Adobe Systems
2010-07-01,2010-05-28,ALTR,Altera
2010-07-01,2010-05-28,AMZN,Amazon.com
2010-07-01,2010-05-28,AMGN,Amgen
2010-07-01,2010-05-28,APOL,Apollo Group
2010-07-01,2010-05-28,AAPL,Apple Inc.
2010-07-01,2010-05-28,AMAT,Applied Materials
2010-07-01,2010-05-28,ADSK,Autodesk
2010-07-01,2010-05-28,ADP,Automatic Data Processing
2010-07-01,2010-05-28,BIDU,Baidu
2010-07-01,2010-05-28,BBBY,Bed Bath & Beyond
2010-07-01,2010-05-28,BIIB,Biogen Idec
2010-07-01,2010-05-28,BMC,BMC Software
2010-07-01,2010-05-28,BRCM,Broadcom
2010-07-01,2010-05-28,CHRW,C. H. Robinson Worldwide
2010-07-01,2010-05-28,CA,"CA, Inc."
2010-07-01,2010-05-28,CELG,Celgene
2010-07-01,2010-05-28,CEPH,Cephalon
2010-07-01,2010-05-28,CERN,Cerner
2010-07-01,2010-05-28,CHKP,Check Point
2010-07-01,2010-05-28,CTAS,Cintas
2010-07-01,2010-05-28,CSCO,Cisco Systems
2010-07-01,2010-05-28,CTXS,Citrix Systems
2010-07-01,2010-05-28,CTSH,Cognizant Technology Solutions
2010-07-01,2010-05-28,CMCSA,Comcast
2010-07-01,2010-05-28,COST,Costco
2010-07-01,2010-05-28,DELL,Dell
2010-07-01,2010-05-28,XRAY,DENTSPLY International
2010-07-01,2010-05-28,DTV,DirecTV
2010-07-01,2010-05-28,DISH,Dish Network
2010-07-01,2010-05-28,EBAY,eBay
2010-07-01,2010-05-28,ERTS,Electronic Arts
2010-07-01,2010-05-28,EXPE,"Expedia, Inc."
2010-07-01,2010-05-28,EXPD,Expeditors International
2010-07-01,2010-05-28,ESRX,Express Scripts
2010-07-01,2010-05-28,FAST,Fastenal
2010-07-01,2010-05-28,FSLR,First Solar
2010-07-01,2010-05-28,FISV,Fiserv
2010-07-01,2010-05-28,FLEX,Flextronics
2010-07-01,2010-05-28,FLIR,FLIR Systems
2010-07-01,2010-05-28,FWLT,Foster Wheeler
2010-07-01,2010-05-28,GRMN,Garmin
2010-07-01,2010-05-28,GENZ,Genzyme
2010-07-01,2010-05-28,GILD,Gilead Sciences
2010-07-01,2010-05-28,GOOG,Google
2010-07-01,2010-05-28,HSIC,Henry Schein
2010-07-01,2010-05-28,HOLX,Hologic
2010-07-01,2010-05-28,ILMN,Illumina (company)
2010-07-01,2010-05-28,INFY,Infosys
2010-07-01,2010-05-28,INTC,Intel Corporation
2010-07-01,2010-05-28,INTU,Intuit
2010-07-01,2010-05-28,ISRG,Intuitive Surgical
2010-07-01,2010-05-28,JBHT,J. B. Hunt
2010-07-01,2010-05-28,JOYG,Joy Global
2010-07-01,2010-05-28,KLAC,KLA Tencor
2010-07-01,2010-05-28,LRCX,Lam Research
2010-07-01,2010-05-28,LINTA,Liberty Media
2010-07-01,2010-05-28,LIFE,Life Technologies
2010-07-01,2010-05-28,LLTC,Linear Technology
2010-07-01,2010-05-28,LOGI,Logitech
2010-07-01,2010-05-28,MRVL,Marvell Technology Group
2010-07-01,2010-05-28,MAT,Mattel
2010-07-01,2010-05-28,MXIM,Maxim Integrated Products
2010-07-01,2010-05-28,MCHP,Microchip Technology
2010-07-01,2010-05-28,MSFT,Microsoft
2010-07-01,2010-05-28,MICC,Millicom
2010-07-01,2010-05-28,MYL,Mylan
2010-07-01,2010-05-28,NTAP,NetApp
2010-07-01,2010-05-28,NWSA,News Corporation
2010-07-01,2010-05-28,NIHD,NII Holdings
2010-07-01,2010-05-28,NVDA,Nvidia
2010-07-01,2010-05-28,ORLY,O'Reilly Auto Parts
2010-07-01,2010-05-28,ORCL,Oracle Corporation
2010-07-01,2010-05-28,PCAR,Paccar
2010-07-01,2010-05-28,PDCO,Patterson Companies
2010-07-01,2010-05-28,PAYX,Paychex
2010-07-01,2010-05-28,PCLN,Priceline.com
2010-07-01,2010-05-28,QGEN,Qiagen
2010-07-01,2010-05-28,QCOM,Qualcomm
2010-07-01,2010-05-28,RIMM,Research In Motion
2010-07-01,2010-05-28,ROST,Ross Stores Inc.
2010-07-01,2010-05-28,SNDK,SanDisk
2010-07-01,2010-05-28,STX,Seagate Technology
2010-07-01,2010-05-28,SHLD,Sears Holdings Corporation
2010-07-01,2010-05-28,SIAL,Sigma-Aldrich
2010-07-01,2010-05-28,SPLS,Staples Inc.
2010-07-01,2010-05-28,SBUX,Starbucks
2010-07-01,2010-05-28,SRCL,Stericycle
2010-07-01,2010-05-28,SYMC,Symantec
2010-07-01,2010-05-28,TEVA,Teva Pharmaceutical Industries
2010-07-01,2010-05-28,URBN,Urban Outfitters
2010-07-01,2010-05-28,VRSN,VeriSign
2010-07-01,2010-05-28,VRTX,Vertex Pharmaceuticals
2010-07-01,2010-05-28,VMED,Virgin Media
2010-07-01,2010-05-28,VOD,Vodafone
2010-07-01,2010-05-28,WCRX,Warner Chilcott
2010-07-01,2010-05-28,WYNN,Wynn Resorts
2010-07-01,2010-05-28,XLNX,Xilinx
2010-07-01,2010-05-28,YHOO,Yahoo!
2010-10-01,2010-09-08,ATVI,Activision Blizzard
2010-10-01,2010-09-08,ADBE,Adobe Systems
2010-10-01,2010-09-08,ALTR,Altera
2010-10-01,2010-09-08,AMZN,Amazon.com
2010-10-01,2010-09-08,AMGN,Amgen
2010-10-01,2010-09-08,APOL,Apollo Group
2010-10-01,2010-09-08,AAPL,Apple Inc.
2010-10-01,2010-09-08,AMAT,Applied Materials
2010-10-01,2010-09-08,ADSK,Autodesk
2010-10-01,2010-09-08,ADP,Automatic Data Processing
2010-10-01,2010-09-08,BIDU,Baidu
2010-10-01,2010-09-08,BBBY,Bed Bath & Beyond
2010-10-01,2010-09-08,BIIB,Biogen Idec
2010-10-01,2010-09-08,BMC,BMC Software
2010-10-01,2010-09-08,BRCM,Broadcom
2010-10-01,2010-09-08,CHRW,C. H. Robinson Worldwide
2010-10-01,2010-09-08,CA,"CA, Inc."
2010-10-01,2010-09-08,CELG,Celgene
2010-10-01,2010-09-08,CEPH,Cephalon
2010-10-01,2010-09-08,CERN,Cerner
2010-10-01,2010-09-08,CHKP,Check Point
2010-10-01,2010-09-08,CTAS,Cintas
2010-10-01,2010-09-08,CSCO,Cisco Systems
2010-10-01,2010-09-08,CTXS,Citrix Systems
2010-10-01,2010-09-08,CTSH,Cognizant Technology Solutions
2010-10-01,2010-09-08,CMCSA,Comcast
2010-10-01,2010-09-08,COST,Costco
2010-10-01,2010-09-08,DELL,Dell
2010-10-01,2010-09-08,XRAY,Dentsply
2010-10-01,2010-09-08,DTV,DirecTV
2010-10-01,2010-09-08,DISH,Dish Network
2010-10-01,2010-09-08,EBAY,eBay
2010-10-01,2010-09-08,ERTS,Electronic Arts
2010-10-01,2010-09-08,EXPE,"Expedia, Inc."
2010-10-01,2010-09-08,EXPD,Expeditors International
2010-10-01,2010-09-08,ESRX,Express Scripts
2010-10-01,2010-09-08,FAST,Fastenal
2010-10-01,2010-09-08,FSLR,First Solar
2010-10-01,2010-09-08,FISV,Fiserv
2010-10-01,2010-09-08,FLEX,Flextronics
2010-10-01,2010-09-08,FLIR,FLIR Systems
2010-10-01,2010-09-08,FWLT,Foster Wheeler
2010-10-01,2010-09-08,GRMN,Garmin
2010-10-01,2010-09-08,GENZ,Genzyme
2010-10-01,2010-09-08,GILD,Gilead Sciences
2010-10-01,2010-09-08,GOOG,Google
2010-10-01,2010-09-08,HSIC,Henry Schein
2010-10-01,2010-09-08,HOLX,Hologic
2010-10-01,2010-09-08,ILMN,Illumina (company)
2010-10-01,2010-09-08,INFY,Infosys
2010-10-01,2010-09-08,INTC,Intel Corporation
2010-10-01,2010-09-08,INTU,Intuit
2010-10-01,2010-09-08,ISRG,Intuitive Surgical
2010-10-01,2010-09-08,JBHT,J. B. Hunt
2010-10-01,2010-09-08,JOYG,Joy Global
2010-10-01,2010-09-08,KLAC,KLA Tencor
2010-10-01,2010-09-08,LRCX,Lam Research
2010-10-01,2010-09-08,LINTA,Liberty Media
2010-10-01,2010-09-08,LIFE,Life Technologies
2010-10-01,2010-09-08,LLTC,Linear Technology
2010-10-01,2010-09-08,LOGI,Logitech
2010-10-01,2010-09-08,MRVL,Marvell Technology Group
2010-10-01,2010-09-08,MAT,Mattel
2010-10-01,2010-09-08,MXIM,Maxim Integrated Products
2010-10-01,2010-09-08,MCHP,Microchip Technology
2010-10-01,2010-09-08,MSFT,Microsoft
2010-10-01,2010-09-08,MICC,Millicom
2010-10-01,2010-09-08,MYL,Mylan
2010-10-01,2010-09-08,NTAP,NetApp
2010-10-01,2010-09-08,NWSA,News Corporation
2010-10-01,2010-09-08,NIHD,NII Holdings
2010-10-01,2010-09-08,NVDA,Nvidia
2010-10-01,2010-09-08,ORLY,O'Reilly Auto Parts
2010-10-01,2010-09-08,ORCL,Oracle Corporation
2010-10-01,2010-09-08,PCAR,Paccar
2010-10-01,2010-09-08,PDCO,Patterson Companies
2010-10-01,2010-09-08,PAYX,Paychex
2010-10-01,2010-09-08,PCLN,Priceline.com
2010-10-01,2010-09-08,QGEN,Qiagen
2010-10-01,2010-09-08,QCOM,Qualcomm
2010-10-01,2010-09-08,RIMM,Research In Motion
2010-10-01,2010-09-08,ROST,Ross Stores Inc.
2010-10-01,2010-09-08,SNDK,SanDisk
2010-10-01,2010-09-08,STX,Seagate Technology
2010-10-01,2010-09-08,SHLD,Sears Holdings Corporation
2010-10-01,2010-09-08,SIAL,Sigma-Aldrich
2010-10-01,2010-09-08,SPLS,Staples Inc.
2010-10-01,2010-09-08,SBUX,Starbucks
2010-10-01,2010-09-08,SRCL,Stericycle
2010-10-01,2010-09-08,SYMC,Symantec
2010-10-01,2010-09-08,TEVA,Teva Pharmaceutical Industries
2010-10-01,2010-09-08,URBN,Urban Outfitters
2010-10-01,2010-09-08,VRSN,VeriSign
2010-10-01,2010-09-08,VRTX,Vertex Pharmaceuticals
2010-10-01,2010-09-08,VMED,Virgin Media
2010-10-01,2010-09-08,VOD,Vodafone
2010-10-01,2010-09-08,WCRX,Warner Chilcott
2010-10-01,2010-09-08,WYNN,Wynn Resorts
2010-10-01,2010-09-08,XLNX,Xilinx
2010-10-01,2010-09-08,YHOO,Yahoo!
2011-01-01,2010-12-21,ATVI,Activision Blizzard
2011-01-01,2010-12-21,ADBE,Adobe Systems
2011-01-01,2010-12-21,AKAM,Akamai Technologies
2011-01-01,2010-12-21,ALTR,Altera
2011-01-01,2010-12-21,AMZN,Amazon.com
2011-01-01,2010-12-21,AMGN,Amgen
2011-01-01,2010-12-21,APOL,Apollo Group
2011-01-01,2010-12-21,AAPL,Apple Inc.
2011-01-01,2010-12-21,AMAT,Applied Materials
2011-01-01,2010-12-21,ADSK,Autodesk
2011-01-01,2010-12-21,ADP,Automatic Data Processing
2011-01-01,2010-12-21,BIDU,Baidu
2011-01-01,2010-12-21,BBBY,Bed Bath & Beyond
2011-01-01,2010-12-21,BIIB,Biogen Idec
2011-01-01,2010-12-21,BMC,BMC Software
2011-01-01,2010-12-21,BRCM,Broadcom
2011-01-01,2010-12-21,CHRW,C. H. Robinson Worldwide
2011-01-01,2010-12-21,CA,"CA, Inc."
2011-01-01,2010-12-21,CELG,Celgene
2011-01-01,2010-12-21,CEPH,Cephalon
2011-01-01,2010-12-21,CERN,Cerner
2011-01-01,2010-12-21,CHKP,Check Point
2011-01-01,2010-12-21,CSCO,Cisco Systems
2011-01-01,2010-12-21,CTXS,Citrix Systems
2011-01-01,2010-12-21,CTSH,Cognizant Technology Solutions
2011-01-01,2010-12-21,CMCSA,Comcast
2011-01-01,2010-12-21,COST,Costco
2011-01-01,2010-12-21,CTRP,Ctrip
2011-01-01,2010-12-21,DELL,Dell
2011-01-01,2010-12-21,XRAY,Dentsply
2011-01-01,2010-12-21,DTV,DirecTV
2011-01-01,2010-12-21,DLTR,Dollar Tree
2011-01-01,2010-12-21,EBAY,eBay
2011-01-01,2010-12-21,ERTS,Electronic Arts
2011-01-01,2010-12-21,EXPE,"Expedia, Inc."
2011-01-01,2010-12-21,EXPD,Expeditors International
2011-01-01,2010-12-21,ESRX,Express Scripts
2011-01-01,2010-12-21,FFIV,F5 Networks
2011-01-01,2010-12-21,FAST,Fastenal
2011-01-01,2010-12-21,FSLR,First Solar
2011-01-01,2010-12-21,FISV,Fiserv
2011-01-01,2010-12-21,FLEX,Flextronics
2011-01-01,2010-12-21,FLIR,FLIR Systems
2011-01-01,2010-12-21,GRMN,Garmin
2011-01-01,2010-12-21,GENZ,Genzyme
2011-01-01,2010-12-21,GILD,Gilead Sciences
2011-01-01,2010-12-21,GOOG,Google
2011-01-01,2010-12-21,HSIC,Henry Schein
2011-01-01,2010-12-21,ILMN,Illumina (company)
2011-01-01,2010-12-21,INFY,Infosys
2011-01-01,2010-12-21,INTC,Intel Corporation
2011-01-01,2010-12-21,INTU,Intuit
2011-01-01,2010-12-21,ISRG,Intuitive Surgical
2011-01-01,2010-12-21,JOYG,Joy Global
2011-01-01,2010-12-21,KLAC,KLA Tencor
2011-01-01,2010-12-21,LRCX,Lam Research
2011-01-01,2010-12-21,LINTA,Liberty Media
2011-01-01,2010-12-21,LIFE,Life Technologies
2011-01-01,2010-12-21,LLTC,Linear Technology
2011-01-01,2010-12-21,MRVL,Marvell Technology Group
2011-01-01,2010-12-21,MAT,Mattel
2011-01-01,2010-12-21,MXIM,Maxim Integrated Products
2011-01-01,2010-12-21,MCHP,Microchip Technology
2011-01-01,2010-12-21,MU,Micron Technology
2011-01-01,2010-12-21,MSFT,Microsoft
2011-01-01,2010-12-21,MICC,Millicom
2011-01-01,2010-12-21,MYL,Mylan
2011-01-01,2010-12-21,NTAP,NetApp
2011-01-01,2010-12-21,NFLX,Netflix
2011-01-01,2010-12-21,NWSA,News Corporation
2011-01-01,2010-12-21,NIHD,NII Holdings
