date,revision,ticker,name
2016-07-01,2016-06-11,WDC,Western Digital
2016-07-01,2016-06-11,WFM,Whole Foods Market
2016-07-01,2016-06-11,XLNX,Xilinx
2016-07-01,2016-06-11,YHOO,Yahoo!
2016-10-01,2016-09-23,FOXA,21st Century Fox
2016-10-01,2016-09-23,FOX,21st Century Fox
2016-10-01,2016-09-23,ATVI,Activision Blizzard
2016-10-01,2016-09-23,ADBE,Adobe Systems
2016-10-01,2016-09-23,AKAM,Akamai Technologies
2016-10-01,2016-09-23,ALXN,Alexion Pharmaceuticals
2016-10-01,2016-09-23,GOOGL,Alphabet Inc.
2016-10-01,2016-09-23,GOOG,Alphabet Inc.
2016-10-01,2016-09-23,AMZN,Amazon.com
2016-10-01,2016-09-23,AAL,American Airlines Group
2016-10-01,2016-09-23,AMGN,Amgen
2016-10-01,2016-09-23,ADI,Analog Devices
2016-10-01,2016-09-23,AAPL,Apple Inc.
2016-10-01,2016-09-23,AMAT,Applied Materials
2016-10-01,2016-09-23,ADSK,Autodesk
2016-10-01,2016-09-23,ADP,Automatic Data Processing
2016-10-01,2016-09-23,BIDU,Baidu
2016-10-01,2016-09-23,BBBY,Bed Bath & Beyond
2016-10-01,2016-09-23,BIIB,Biogen
2016-10-01,2016-09-23,BMRN,BioMarin Pharmaceutical
2016-10-01,2016-09-23,AVGO,Broadcom Limited
2016-10-01,2016-09-23,CA,CA Technologies
2016-10-01,2016-09-23,CELG,Celgene
2016-10-01,2016-09-23,CERN,Cerner
2016-10-01,2016-09-23,CHTR,Charter Communications
2016-10-01,2016-09-23,CHKP,Check Point
2016-10-01,2016-09-23,CSCO,Cisco Systems
2016-10-01,2016-09-23,CTXS,Citrix Systems
2016-10-01,2016-09-23,CTSH,Cognizant Technology Solutions
2016-10-01,2016-09-23,CMCSA,Comcast
2016-10-01,2016-09-23,COST,Costco
2016-10-01,2016-09-23,CSX,CSX Corporation
2016-10-01,2016-09-23,CTRP,Ctrip
2016-10-01,2016-09-23,DISCA,Discovery Communications
2016-10-01,2016-09-23,DISCK,Discovery Communications
2016-10-01,2016-09-23,DISH,Dish Network
2016-10-01,2016-09-23,DLTR,Dollar Tree
2016-10-01,2016-09-23,EBAY,eBay
2016-10-01,2016-09-23,EA,Electronic Arts
2016-10-01,2016-09-23,ENDP,Endo International
2016-10-01,2016-09-23,EXPE,"Expedia, Inc."
2016-10-01,2016-09-23,ESRX,Express Scripts
2016-10-01,2016-09-23,FB,"Facebook, Inc."
2016-10-01,2016-09-23,FAST,Fastenal
2016-10-01,2016-09-23,FISV,Fiserv
2016-10-01,2016-09-23,GILD,Gilead Sciences
2016-10-01,2016-09-23,HSIC,Henry Schein
2016-10-01,2016-09-23,ILMN,Illumina (company)
2016-10-01,2016-09-23,INCY,Incyte
2016-10-01,2016-09-23,INTC,Intel Corporation
2016-10-01,2016-09-23,INTU,Intuit
2016-10-01,2016-09-23,ISRG,Intuitive Surgical
2016-10-01,2016-09-23,JD,JD.com
2016-10-01,2016-09-23,KHC,Kraft Heinz Company
2016-10-01,2016-09-23,LRCX,Lam Research
2016-10-01,2016-09-23,BATRA,Atlanta Braves
2016-10-01,2016-09-23,BATRK,Atlanta Braves
2016-10-01,2016-09-23,LBTYA,Liberty Global
2016-10-01,2016-09-23,LBTYK,Liberty Global
2016-10-01,2016-09-23,QVCA,Liberty Interactive
2016-10-01,2016-09-23,LMCK,Liberty Media
2016-10-01,2016-09-23,LMCA,Liberty Media
2016-10-01,2016-09-23,LVNTA,Liberty Interactive
2016-10-01,2016-09-23,LLTC,Linear Technology
2016-10-01,2016-09-23,MAR,Marriott International
2016-10-01,2016-09-23,MAT,Mattel
2016-10-01,2016-09-23,MXIM,Maxim Integrated Products
2016-10-01,2016-09-23,MU,Micron Technology
2016-10-01,2016-09-23,MSFT,Microsoft
2016-10-01,2016-09-23,MDLZ,Mondelēz International
2016-10-01,2016-09-23,MNST,Monster Beverage
2016-10-01,2016-09-23,MYL,Mylan
2016-10-01,2016-09-23,NTAP,NetApp
2016-10-01,2016-09-23,NTES,NetEase
2016-10-01,2016-09-23,NFLX,Netflix
2016-10-01,2016-09-23,NCLH,Norwegian Cruise Line
2016-10-01,2016-09-23,NVDA,Nvidia
2016-10-01,2016-09-23,NXPI,NXP Semiconductors
2016-10-01,2016-09-23,ORLY,O'Reilly Auto Parts
2016-10-01,2016-09-23,PCAR,Paccar
2016-10-01,2016-09-23,PYPL,PayPal
2016-10-01,2016-09-23,PAYX,Paychex
2016-10-01,2016-09-23,QCOM,Qualcomm
2016-10-01,2016-09-23,REGN,Regeneron Pharmaceuticals
2016-10-01,2016-09-23,ROST,Ross Stores
2016-10-01,2016-09-23,SBAC,SBA Communications
2016-10-01,2016-09-23,STX,Seagate Technology
2016-10-01,2016-09-23,SIRI,Sirius XM Radio
2016-10-01,2016-09-23,SWKS,Skyworks Solutions
2016-10-01,2016-09-23,SBUX,Starbucks
2016-10-01,2016-09-23,SRCL,Stericycle
2016-10-01,2016-09-23,SYMC,Symantec
2016-10-01,2016-09-23,TSLA,"Tesla Motors, Inc."
2016-10-01,2016-09-23,TXN,Texas Instruments
2016-10-01,2016-09-23,PCLN,The Priceline Group
2016-10-01,2016-09-23,TMUS,T-Mobile US
2016-10-01,2016-09-23,TSCO,Tractor Supply Company
2016-10-01,2016-09-23,TRIP,TripAdvisor
2016-10-01,2016-09-23,ULTA,Ulta Beauty
2016-10-01,2016-09-23,VRSK,Verisk Analytics
2016-10-01,2016-09-23,VRTX,Vertex Pharmaceuticals
2016-10-01,2016-09-23,VIAB,Viacom
2016-10-01,2016-09-23,VOD,Vodafone
2016-10-01,2016-09-23,WBA,Walgreens Boots Alliance
2016-10-01,2016-09-23,WDC,Western Digital
2016-10-01,2016-09-23,WFM,Whole Foods Market
2016-10-01,2016-09-23,XLNX,Xilinx
2016-10-01,2016-09-23,YHOO,Yahoo!
2017-01-01,2016-12-28,ATVI,Activision Blizzard
2017-01-01,2016-12-28,ADBE,Adobe Systems
2017-01-01,2016-12-28,AKAM,Akamai Technologies
2017-01-01,2016-12-28,ALXN,Alexion Pharmaceuticals
2017-01-01,2016-12-28,GOOGL,Alphabet Inc.
2017-01-01,2016-12-28,GOOG,Alphabet Inc.
2017-01-01,2016-12-28,AMZN,Amazon.com
2017-01-01,2016-12-28,AAL,American Airlines Group
2017-01-01,2016-12-28,AMGN,Amgen
2017-01-01,2016-12-28,ADI,Analog Devices
2017-01-01,2016-12-28,AAPL,Apple Inc.
2017-01-01,2016-12-28,AMAT,Applied Materials
2017-01-01,2016-12-28,ADSK,Autodesk
2017-01-01,2016-12-28,ADP,Automatic Data Processing
2017-01-01,2016-12-28,BIDU,Baidu
2017-01-01,2016-12-28,BIIB,Biogen
2017-01-01,2016-12-28,BMRN,BioMarin Pharmaceutical
2017-01-01,2016-12-28,AVGO,Broadcom Limited
2017-01-01,2016-12-28,CA,CA Technologies
2017-01-01,2016-12-28,CELG,Celgene
2017-01-01,2016-12-28,CERN,Cerner
2017-01-01,2016-12-28,CHTR,Charter Communications
2017-01-01,2016-12-28,CHKP,Check Point
2017-01-01,2016-12-28,CTAS,Cintas
2017-01-01,2016-12-28,CSCO,Cisco Systems
2017-01-01,2016-12-28,CTXS,Citrix Systems
2017-01-01,2016-12-28,CTSH,Cognizant Technology Solutions
2017-01-01,2016-12-28,CMCSA,Comcast
2017-01-01,2016-12-28,COST,Costco
2017-01-01,2016-12-28,CSX,CSX Corporation
2017-01-01,2016-12-28,CTRP,Ctrip
2017-01-01,2016-12-28,XRAY,Dentsply Sirona
2017-01-01,2016-12-28,DISCA,Discovery Communications
2017-01-01,2016-12-28,DISCK,Discovery Communications
2017-01-01,2016-12-28,DISH,Dish Network
2017-01-01,2016-12-28,DLTR,Dollar Tree
2017-01-01,2016-12-28,EBAY,eBay
2017-01-01,2016-12-28,EA,Electronic Arts
2017-01-01,2016-12-28,EXPE,"Expedia, Inc."
2017-01-01,2016-12-28,ESRX,Express Scripts
2017-01-01,2016-12-28,FB,"Facebook, Inc."
2017-01-01,2016-12-28,FAST,Fastenal
2017-01-01,2016-12-28,FISV,Fiserv
2017-01-01,2016-12-28,GILD,Gilead Sciences
2017-01-01,2016-12-28,HAS,Hasbro
2017-01-01,2016-12-28,HSIC,Henry Schein
2017-01-01,2016-12-28,HOLX,Hologic
2017-01-01,2016-12-28,ILMN,Illumina (company)
2017-01-01,2016-12-28,INCY,Incyte
2017-01-01,2016-12-28,INTC,Intel Corporation
2017-01-01,2016-12-28,INTU,Intuit
2017-01-01,2016-12-28,ISRG,Intuitive Surgical
2017-01-01,2016-12-28,JD,JD.com
2017-01-01,2016-12-28,KLAC,KLA-Tencor
2017-01-01,2016-12-28,LRCX,Lam Research
2017-01-01,2016-12-28,LBTYA,Liberty Global
2017-01-01,2016-12-28,LBTYK,Liberty Global
2017-01-01,2016-12-28,LVNTA,Liberty Interactive
2017-01-01,2016-12-28,QVCA,Liberty Interactive
2017-01-01,2016-12-28,MAR,Marriott International
2017-01-01,2016-12-28,MAT,Mattel
2017-01-01,2016-12-28,MXIM,Maxim Integrated Products
2017-01-01,2016-12-28,MCHP,Microchip Technology
2017-01-01,2016-12-28,MU,Micron Technology
2017-01-01,2016-12-28,MSFT,Microsoft
2017-01-01,2016-12-28,MDLZ,Mondelēz International
2017-01-01,2016-12-28,MNST,Monster Beverage
2017-01-01,2016-12-28,MYL,Mylan
2017-01-01,2016-12-28,NTES,NetEase
2017-01-01,2016-12-28,NFLX,Netflix
2017-01-01,2016-12-28,NCLH,Norwegian Cruise Line
2017-01-01,2016-12-28,NVDA,Nvidia
2017-01-01,2016-12-28,NXPI,NXP Semiconductors
2017-01-01,2016-12-28,ORLY,O'Reilly Auto Parts
2017-01-01,2016-12-28,PCAR,Paccar
2017-01-01,2016-12-28,PAYX,Paychex
2017-01-01,2016-12-28,PYPL,PayPal
2017-01-01,2016-12-28,QCOM,Qualcomm
2017-01-01,2016-12-28,REGN,Regeneron Pharmaceuticals
2017-01-01,2016-12-28,ROST,Ross Stores
2017-01-01,2016-12-28,SBAC,SBA Communications
2017-01-01,2016-12-28,STX,Seagate Technology
2017-01-01,2016-12-28,SHPG,Shire plc
2017-01-01,2016-12-28,SIRI,Sirius XM Radio
2017-01-01,2016-12-28,SWKS,Skyworks Solutions
2017-01-01,2016-12-28,SBUX,Starbucks
2017-01-01,2016-12-28,SYMC,Symantec
2017-01-01,2016-12-28,TMUS,T-Mobile US
2017-01-01,2016-12-28,TSLA,"Tesla Motors, Inc."
2017-01-01,2016-12-28,TXN,Texas Instruments
2017-01-01,2016-12-28,KHC,The Kraft Heinz Company
2017-01-01,2016-12-28,PCLN,The Priceline Group
2017-01-01,2016-12-28,TSCO,Tractor Supply Company
2017-01-01,2016-12-28,TRIP,TripAdvisor
2017-01-01,2016-12-28,FOXA,Twenty-First Century Fox
2017-01-01,2016-12-28,FOX,Twenty-First Century Fox
2017-01-01,2016-12-28,ULTA,Ulta Beauty
2017-01-01,2016-12-28,VRSK,Verisk Analytics
2017-01-01,2016-12-28,VRTX,Vertex Pharmaceuticals
2017-01-01,2016-12-28,VIAB,Viacom
2017-01-01,2016-12-28,VOD,Vodafone
2017-01-01,2016-12-28,WBA,Walgreens Boots Alliance
2017-01-01,2016-12-28,WDC,Western Digital
2017-01-01,2016-12-28,XLNX,Xilinx
2017-01-01,2016-12-28,YHOO,Yahoo!
2017-04-01,2017-03-31,ATVI,Activision Blizzard
2017-04-01,2017-03-31,ADBE,Adobe Systems
2017-04-01,2017-03-31,AKAM,Akamai Technologies
2017-04-01,2017-03-31,ALXN,Alexion Pharmaceuticals
2017-04-01,2017-03-31,GOOGL,Alphabet Inc.
2017-04-01,2017-03-31,GOOG,Alphabet Inc.
2017-04-01,2017-03-31,AMZN,Amazon.com
2017-04-01,2017-03-31,AAL,American Airlines Group
2017-04-01,2017-03-31,AMGN,Amgen
2017-04-01,2017-03-31,ADI,Analog Devices
2017-04-01,2017-03-31,AAPL,Apple Inc.
2017-04-01,2017-03-31,AMAT,Applied Materials
2017-04-01,2017-03-31,ADSK,Autodesk
2017-04-01,2017-03-31,ADP,Automatic Data Processing
2017-04-01,2017-03-31,BIDU,Baidu
2017-04-01,2017-03-31,BIIB,Biogen
2017-04-01,2017-03-31,BMRN,BioMarin Pharmaceutical
2017-04-01,2017-03-31,AVGO,Broadcom Limited
2017-04-01,2017-03-31,CA,CA Technologies
2017-04-01,2017-03-31,CELG,Celgene
2017-04-01,2017-03-31,CERN,Cerner
2017-04-01,2017-03-31,CHTR,Charter Communications
2017-04-01,2017-03-31,CHKP,Check Point
2017-04-01,2017-03-31,CTAS,Cintas
2017-04-01,2017-03-31,CSCO,Cisco Systems
2017-04-01,2017-03-31,CTXS,Citrix Systems
2017-04-01,2017-03-31,CTSH,Cognizant Technology Solutions
2017-04-01,2017-03-31,CMCSA,Comcast
2017-04-01,2017-03-31,COST,Costco
2017-04-01,2017-03-31,CSX,CSX Corporation
2017-04-01,2017-03-31,CTRP,Ctrip
2017-04-01,2017-03-31,XRAY,Dentsply Sirona
2017-04-01,2017-03-31,DISCA,Discovery Communications
2017-04-01,2017-03-31,DISCK,Discovery Communications
2017-04-01,2017-03-31,DISH,Dish Network
2017-04-01,2017-03-31,DLTR,Dollar Tree
2017-04-01,2017-03-31,EBAY,eBay
2017-04-01,2017-03-31,EA,Electronic Arts
2017-04-01,2017-03-31,EXPE,"Expedia, Inc."
2017-04-01,2017-03-31,ESRX,Express Scripts
2017-04-01,2017-03-31,FB,"Facebook, Inc."
2017-04-01,2017-03-31,FAST,Fastenal
2017-04-01,2017-03-31,FISV,Fiserv
2017-04-01,2017-03-31,GILD,Gilead Sciences
2017-04-01,2017-03-31,HAS,Hasbro
2017-04-01,2017-03-31,HSIC,Henry Schein
2017-04-01,2017-03-31,HOLX,Hologic
2017-04-01,2017-03-31,ILMN,Illumina (company)
2017-04-01,2017-03-31,INCY,Incyte
2017-04-01,2017-03-31,INTC,Intel Corporation
2017-04-01,2017-03-31,INTU,Intuit
2017-04-01,2017-03-31,ISRG,Intuitive Surgical
2017-04-01,2017-03-31,JD,JD.com
2017-04-01,2017-03-31,KLAC,KLA-Tencor
2017-04-01,2017-03-31,LRCX,Lam Research
2017-04-01,2017-03-31,LBTYA,Liberty Global
2017-04-01,2017-03-31,LBTYK,Liberty Global
2017-04-01,2017-03-31,LVNTA,Liberty Interactive
2017-04-01,2017-03-31,QVCA,Liberty Interactive
2017-04-01,2017-03-31,MAR,Marriott International
2017-04-01,2017-03-31,MAT,Mattel
2017-04-01,2017-03-31,MXIM,Maxim Integrated Products
2017-04-01,2017-03-31,MCHP,Microchip Technology
2017-04-01,2017-03-31,MU,Micron Technology
2017-04-01,2017-03-31,MSFT,Microsoft
2017-04-01,2017-03-31,MDLZ,Mondelēz International
2017-04-01,2017-03-31,MNST,Monster Beverage
2017-04-01,2017-03-31,MYL,Mylan
2017-04-01,2017-03-31,NTES,NetEase
2017-04-01,2017-03-31,NFLX,Netflix
2017-04-01,2017-03-31,NCLH,Norwegian Cruise Line
2017-04-01,2017-03-31,NVDA,Nvidia
2017-04-01,2017-03-31,NXPI,NXP Semiconductors
2017-04-01,2017-03-31,ORLY,O'Reilly Auto Parts
2017-04-01,2017-03-31,PCAR,Paccar
2017-04-01,2017-03-31,PAYX,Paychex
2017-04-01,2017-03-31,PYPL,PayPal
2017-04-01,2017-03-31,QCOM,Qualcomm
2017-04-01,2017-03-31,REGN,Regeneron Pharmaceuticals
2017-04-01,2017-03-31,ROST,Ross Stores
2017-04-01,2017-03-31,SBAC,SBA Communications
2017-04-01,2017-03-31,STX,Seagate Technology
2017-04-01,2017-03-31,SHPG,Shire plc
2017-04-01,2017-03-31,SIRI,Sirius XM Radio
2017-04-01,2017-03-31,SWKS,Skyworks Solutions
2017-04-01,2017-03-31,SBUX,Starbucks
2017-04-01,2017-03-31,SYMC,Symantec
2017-04-01,2017-03-31,TMUS,T-Mobile US
2017-04-01,2017-03-31,TSLA,"Tesla Motors, Inc."
2017-04-01,2017-03-31,TXN,Texas Instruments
2017-04-01,2017-03-31,KHC,The Kraft Heinz Company
2017-04-01,2017-03-31,PCLN,The Priceline Group
2017-04-01,2017-03-31,TSCO,Tractor Supply Company
2017-04-01,2017-03-31,TRIP,TripAdvisor
2017-04-01,2017-03-31,FOXA,Twenty-First Century Fox
2017-04-01,2017-03-31,FOX,Twenty-First Century Fox
2017-04-01,2017-03-31,ULTA,Ulta Beauty
2017-04-01,2017-03-31,VRSK,Verisk Analytics
2017-04-01,2017-03-31,VRTX,Vertex Pharmaceuticals
2017-04-01,2017-03-31,VIAB,Viacom
2017-04-01,2017-03-31,VOD,Vodafone
2017-04-01,2017-03-31,WBA,Walgreens Boots Alliance
2017-04-01,2017-03-31,WDC,Western Digital
2017-04-01,2017-03-31,XLNX,Xilinx
2017-04-01,2017-03-31,YHOO,Yahoo!
2017-07-01,2017-06-20,ATVI,Activision Blizzard
2017-07-01,2017-06-20,ADBE,Adobe Systems
2017-07-01,2017-06-20,AKAM,Akamai Technologies
2017-07-01,2017-06-20,ALXN,Alexion Pharmaceuticals
2017-07-01,2017-06-20,GOOGL,Alphabet Inc.
2017-07-01,2017-06-20,GOOG,Alphabet Inc.
2017-07-01,2017-06-20,AMZN,Amazon.com
2017-07-01,2017-06-20,AAL,American Airlines Group
2017-07-01,2017-06-20,AMGN,Amgen
2017-07-01,2017-06-20,ADI,Analog Devices
2017-07-01,2017-06-20,AAPL,Apple Inc.
2017-07-01,2017-06-20,AMAT,Applied Materials
2017-07-01,2017-06-20,ADSK,Autodesk
2017-07-01,2017-06-20,ADP,Automatic Data Processing
2017-07-01,2017-06-20,BIDU,Baidu
2017-07-01,2017-06-20,BIIB,Biogen
2017-07-01,2017-06-20,BMRN,BioMarin Pharmaceutical
2017-07-01,2017-06-20,AVGO,Broadcom Limited
2017-07-01,2017-06-20,CA,CA Technologies
2017-07-01,2017-06-20,CELG,Celgene
2017-07-01,2017-06-20,CERN,Cerner
2017-07-01,2017-06-20,CHTR,Charter Communications
2017-07-01,2017-06-20,CHKP,Check Point
2017-07-01,2017-06-20,CTAS,Cintas
2017-07-01,2017-06-20,CSCO,Cisco Systems
2017-07-01,2017-06-20,CTXS,Citrix Systems
2017-07-01,2017-06-20,CTSH,Cognizant Technology Solutions
2017-07-01,2017-06-20,CMCSA,Comcast
2017-07-01,2017-06-20,COST,Costco
2017-07-01,2017-06-20,CSX,CSX Corporation
2017-07-01,2017-06-20,CTRP,Ctrip
2017-07-01,2017-06-20,XRAY,Dentsply Sirona
2017-07-01,2017-06-20,DISCA,Discovery Communications
2017-07-01,2017-06-20,DISCK,Discovery Communications
2017-07-01,2017-06-20,DISH,Dish Network
