model,params,NLL / day,AIC,AICc,BIC,dAICc,dBIC
"SARIMA(4,1,3)(0,0,1)[63]",10,1.5881274484980914,5994.53546124982,5994.653108308643,6049.93104954283,14.509909631116898,25.83434266500172
"SARIMA(5,1,3)(0,0,1)[21]",11,1.5875921487912923,5994.521663752842,5994.662915759262,6055.456810875154,14.519717081736417,31.360103997325496
"SARIMA(4,1,4)",10,1.5881484713293792,5994.614549141124,5994.732196199948,6050.010137434135,14.588997522421778,25.9134305563066
"SARIMA(3,1,4)(1,0,0)[63]",10,1.5881582057226449,5994.651169928589,5994.768816987413,6050.0467582216,14.625618309886704,25.95005134377152
"SARIMA(2,1,2)(0,0,2)[63]",8,1.5892339902274824,5994.6982712357885,5994.775194312711,6039.014741870197,14.631995635185376,14.91803499236903
"SARIMA(4,1,3)(1,0,0)[63]",10,1.588161564890465,5994.6638071179295,5994.781454176753,6050.05939541094,14.638255499226943,25.96268853311176
"SARIMA(3,1,3)(2,0,0)[63]",10,1.588168215311485,5994.688826001807,5994.80647306063,6050.084414294817,14.66327438310418,25.987707416989
"SARIMA(3,1,5)(1,0,0)[21]",11,1.5876322924532065,5994.672684208963,5994.813936215383,6055.607831331275,14.670737537857349,31.511124453446428
"SARIMA(2,1,3)(1,0,2)[63]",10,1.588184143918115,5994.748749419949,5994.866396478772,6050.144337712959,14.723197801245988,26.047630835130803
"SARIMA(3,1,5)(0,0,1)[21]",11,1.5876464438411964,5994.725921730581,5994.867173737001,6055.661068852893,14.72397505947538,31.564361975064458
"SARIMA(2,1,3)(0,0,1)[63]",8,1.589258466504372,5994.790350989448,5994.867274066371,6039.106821623856,14.72407538884454,15.010114746028194
"SARIMA(3,1,2)(1,0,2)[63]",10,1.5881889280770405,5994.766747425825,5994.8843944846485,6050.162335718836,14.741195807122494,26.06562884100731
"SARIMA(5,1,2)(1,0,1)[21]",11,1.5876552042053127,5994.758878220387,5994.900130226807,6055.694025342698,14.756931549281036,31.59731846487012
"SARIMA(2,1,5)(1,0,0)[63]",10,1.5881969340282878,5994.796865814418,5994.914512873242,6050.192454107429,14.771314195715604,26.09574722960042
"SARIMA(5,1,2)(1,0,2)[63]",12,1.587126123543155,5994.768476769349,5994.9355003239525,6061.243182720961,14.792301646426496,37.146475843132976
"SARIMA(5,1,3)(0,0,1)[63]",11,1.587665315701276,5994.7969176682,5994.93816967462,6055.732064790512,14.794970997094424,31.635357912683503
"SARIMA(5,1,2)(0,0,2)[63]",11,1.587683577718221,5994.865619375947,5995.006871382368,6055.800766498259,14.86367270484152,31.7040596204306
"SARIMA(4,1,4)(1,0,1)[21]",12,1.5871514757004055,5994.863851584925,5995.030875139529,6061.338557536537,14.887676462002672,37.241850658709154
"SARIMA(2,1,5)(1,0,2)[63]",12,1.5871540362156271,5994.8734842431895,5995.040507797793,6061.348190194802,14.897309120266982,37.25148331697346
"SARIMA(2,1,3)(2,0,1)[63]",10,1.5882331199424182,5994.932997223377,5995.050644282201,6050.328585516388,14.907445604674647,26.231878638559465
"SARIMA(3,1,2)(2,0,1)[63]",10,1.588237510722914,5994.949515339602,5995.067162398425,6050.345103632612,14.923963720899335,26.24839675478416
"SARIMA(2,1,4)(1,0,1)[63]",10,1.5882444954791797,5994.975791992674,5995.093439051498,6050.371380285685,14.95024037397161,26.274673407856422
"SARIMA(4,1,2)(1,0,1)[63]",10,1.588249148878413,5994.99329808059,5995.110945139413,6050.3888863736,14.967746461887144,26.29217949577196
"SARIMA(5,1,2)(2,0,1)[63]",12,1.587179386570325,5994.968852277562,5995.135875832166,6061.443558229174,14.99267715463975,37.34685135134623
"SARIMA(3,1,5)(0,0,1)[63]",11,1.5877230924615209,5995.014273840242,5995.155525846662,6055.949420962554,15.01232716913637,31.85271408472545
"SARIMA(3,1,5)(1,0,1)[63]",12,1.587186447687917,5994.995416201944,5995.162439756547,6061.470122153556,15.019241079021413,37.37341527572789
"SARIMA(2,1,5)(2,0,1)[63]",12,1.58721033277656,5995.085271905418,5995.252295460022,6061.55997785703,15.109096782495726,37.46327097920221
"SARIMA(3,1,2)(1,0,0)[63]",8,1.589364807592068,5995.19040616136,5995.267329238283,6039.506876795769,15.124130560757294,15.410169917940948
"SARIMA(5,1,3)(1,0,0)[63]",11,1.5877593823576786,5995.150796429587,5995.292048436008,6056.085943551899,15.148849758481449,31.98923667407053
"SARIMA(3,1,2)(2,0,0)[21]",9,1.588840087358321,5995.216408642003,5995.312613879844,6045.0724381057125,15.169415202318303,20.97573122788436
"SARIMA(4,1,2)",8,1.5893865887178191,5995.272346756436,5995.349269833358,6039.588817390844,15.206071155832433,15.492110513016089
"SARIMA(3,1,4)(2,0,0)[21]",11,1.5877757152856735,5995.212240904704,5995.353492911125,6056.147388027016,15.210294233598688,32.05068114918777
"SARIMA(5,1,2)(2,0,2)[63]",13,1.5866981876202804,5995.158581827494,5995.353547012282,6067.172846608408,15.210348334756418,43.0761397305796
"SARIMA(3,1,4)(0,0,2)[21]",11,1.5877769131607726,5995.216747310827,5995.357999317247,6056.151894433138,15.214800639721034,32.05518755531011
"SARIMA(4,1,3)(2,0,0)[21]",11,1.5877830306726062,5995.239761390344,5995.3810133967645,6056.174908512656,15.237814719238486,32.078201634827565
"SARIMA(4,1,3)(0,0,2)[21]",11,1.587783677287533,5995.242193955699,5995.383445962119,6056.177341078011,15.240247284593352,32.08063420018243
"SARIMA(3,1,2)(0,0,2)[21]",9,1.5888676749431574,5995.320193136158,5995.416398373999,6045.176222599867,15.273199696473055,21.079515722039105
"SARIMA(3,1,3)(1,0,2)[21]",11,1.5877950501670774,5995.284978728545,5995.426230734965,6056.220125850857,15.283032057439414,32.12341897302849
"SARIMA(4,1,4)(1,0,0)[63]",11,1.5878002297127316,5995.304464179297,5995.445716185717,6056.239611301608,15.302517508191158,32.14290442378024
"SARIMA(3,1,3)(2,0,1)[21]",11,1.587801680732586,5995.309922915989,5995.451174922409,6056.245070038301,15.30797624488332,32.1483631604724
"SARIMA(4,1,5)(1,0,0)[21]",12,1.587269010097209,5995.306015985701,5995.473039540305,6061.7807219373135,15.329840862778838,37.68401505948532
"SARIMA(3,1,5)(1,0,0)[63]",11,1.5878083958782665,5995.335185294038,5995.476437300458,6056.270332416349,15.333238622932186,32.173625538521264
"SARIMA(2,1,3)(2,0,2)[63]",11,1.5878128089472046,5995.351787259384,5995.493039265804,6056.286934381696,15.349840588278312,32.19022750386739
"SARIMA(3,1,2)(2,0,2)[63]",11,1.5878172983729424,5995.368676479009,5995.50992848543,6056.303823601321,15.36672980790354,32.20711672349262
"SARIMA(5,1,4)(1,0,0)[21]",12,1.587280121171931,5995.347815848804,5995.514839403408,6061.822521800416,15.371640725881662,37.72581492258814
"SARIMA(4,1,4)(1,0,0)[21]",11,1.5878216784500383,5995.385154329044,5995.526406335464,6056.320301451356,15.383207657938328,32.22359457352741
"SARIMA(2,1,2)(2,0,0)[63]",8,1.5894346407539388,5995.453118516318,5995.530041593241,6039.769589150727,15.386842915714624,15.672882272898278
"SARIMA(2,1,3)(1,0,0)[63]",8,1.5894349088831514,5995.454127218416,5995.531050295339,6039.770597852825,15.387851617812885,15.67389097499654
"SARIMA(4,1,4)(0,0,1)[63]",11,1.5878289198895867,5995.412396624625,5995.553648631046,6056.347543746937,15.410449953519674,32.25083686910875
"SARIMA(2,1,5)(2,0,2)[63]",13,1.5867514846001316,5995.359085065695,5995.554050250483,6067.373349846608,15.410851572956744,43.276642968779925
"SARIMA(2,1,4)",8,1.5894475168456894,5995.501558373484,5995.578481450407,6039.818029007893,15.435282772880782,15.721322130064436
"SARIMA(5,1,2)(2,0,0)[63]",11,1.5878359077834232,5995.438685081238,5995.579937087658,6056.37383220355,15.43673841013242,32.2771253257215
"SARIMA(2,1,2)(2,0,1)[21]",9,1.5889119738215465,5995.486845516657,5995.583050754498,6045.342874980366,15.439852076971874,21.24616810253792
"SARIMA(5,1,5)(0,0,2)[63]",14,1.586221344811433,5995.364699180611,5995.589779566463,6072.918522790826,15.446580888937206,48.82181591299741
"SARIMA(2,1,3)(2,0,0)[21]",9,1.5889223434038282,5995.525855885202,5995.622061123043,6045.381885348911,15.478862445516825,21.285178471082872
"SARIMA(5,1,5)(1,0,1)[63]",14,1.5862317458122082,5995.403827745527,5995.62890813138,6072.957651355742,15.485709453853817,48.86094447791402
"SARIMA(5,1,5)(2,0,0)[63]",14,1.586232209608964,5995.4055725489225,5995.630652934775,6072.959396159137,15.487454257248828,48.86268928130903
"SARIMA(4,1,4)(0,0,1)[21]",11,1.5878586467562557,5995.524229097034,5995.665481103454,6056.459376219345,15.522282425928095,32.362669341517176
"SARIMA(4,1,5)",11,1.5878645084409098,5995.546280754703,5995.687532761123,6056.481427877015,15.544334083597278,32.38472099918636
"SARIMA(2,1,3)(0,0,2)[21]",9,1.5889494021152568,5995.627650757596,5995.723855995437,6045.483680221305,15.580657317910664,21.38697334347671
"SARIMA(2,1,2)(1,0,2)[21]",9,1.5889497740794924,5995.629050087051,5995.725255324892,6045.48507955076,15.582056647365787,21.38837267293184
"SARIMA(5,1,4)",11,1.5878807278672564,5995.607298236619,5995.748550243039,6056.54244535893,15.605351565513049,32.445738481102126
"SARIMA(4,1,5)(0,0,1)[21]",12,1.587348797558422,5995.606176414784,5995.773199969387,6062.080882366396,15.630001291860935,37.984175488567416
"SARIMA(5,1,4)(0,0,1)[21]",12,1.587359724400564,5995.647283194921,5995.814306749525,6062.121989146533,15.671108071998788,38.02528226870527
"SARIMA(2,1,5)(2,0,0)[21]",11,1.5879052071540445,5995.699389313515,5995.840641319936,6056.634536435827,15.697442642409442,32.53782955799852
"SARIMA(3,1,4)(1,0,1)[21]",11,1.587906758321493,5995.705224805457,5995.846476811877,6056.640371927769,15.703278134351422,32.5436650499405
"SARIMA(4,1,3)(1,0,1)[21]",11,1.5879144041596498,5995.733988448603,5995.875240455023,6056.6691355709145,15.732041777497216,32.572428693086295
"SARIMA(4,1,2)(0,0,1)[21]",9,1.5889930003977215,5995.791667496228,5995.887872734069,6045.647696959937,15.744674056542864,21.55099008210891
"SARIMA(4,1,2)(1,0,0)[21]",9,1.5889933206918714,5995.79287244282,5995.889077680661,6045.648901906529,15.745879003135087,21.55219502870113
"SARIMA(5,1,3)(1,0,2)[63]",13,1.5868419564725236,5995.699440249634,5995.894405434422,6067.713705030547,15.751206756895954,43.616998152719134
"SARIMA(2,1,5)(0,0,2)[21]",11,1.5879207087295888,5995.757706240713,5995.898958247133,6056.692853363024,15.755759569607108,32.596146485196186
"SARIMA(3,1,2)(1,0,1)[21]",9,1.5890053196791207,5995.838012632852,5995.934217870693,6045.694042096561,15.791019193166903,21.59733521873295
"SARIMA(5,1,3)(2,0,1)[63]",13,1.586912832817691,5995.966077060153,5996.161042244941,6067.980341841067,16.017843567415184,43.88363496323837
"SARIMA(2,1,4)(0,0,1)[21]",9,1.5890727516032372,5996.091691531378,5996.187896769219,6045.947720995087,16.044698091693135,21.851014117259183
"SARIMA(2,1,4)(1,0,0)[21]",9,1.5890775378209172,5996.109697282291,5996.205902520132,6045.965726746,16.062703842605515,21.869019868171563
"SARIMA(2,1,3)(1,0,1)[21]",9,1.5890814537907134,5996.124429160664,5996.220634398504,6045.980458624373,16.07743572097843,21.88375174654448
"SARIMA(2,1,5)(1,0,1)[21]",11,1.588006724050966,5996.081295879734,5996.222547886155,6057.016443002046,16.079349208628628,32.91973612421771
"SARIMA(2,1,5)(0,0,2)[63]",11,1.5880082488359075,5996.087032120684,5996.228284127104,6057.022179242996,16.0850854495784,32.92547236516748
"SARIMA(5,1,3)(2,0,0)[21]",12,1.5874783526589036,5996.093562702796,5996.260586257399,6062.568268654408,16.11738757987314,38.47156177657962
"SARIMA(3,1,3)(2,0,2)[63]",12,1.5874870053409569,5996.12611409268,5996.293137647283,6062.600820044292,16.149938969757386,38.50411316646387
"SARIMA(5,1,3)(0,0,2)[21]",12,1.5874885064864233,5996.131761401924,5996.298784956528,6062.606467353537,16.15558627900191,38.50976047570839
"SARIMA(3,1,3)(1,0,2)[63]",11,1.5880399073742764,5996.206131542028,5996.347383548448,6057.14127866434,16.20418487092229,33.04457178651137
"SARIMA(4,1,5)(1,0,1)[21]",13,1.5869863177575485,5996.242527403898,5996.437492588686,6068.256792184811,16.29429391115991,44.16008530698309
"SARIMA(5,1,2)(0,0,1)[5]",10,1.58860348041076,5996.326293305279,5996.443940364103,6051.72188159829,16.300741686576657,27.62517472046148
"SARIMA(3,1,5)(2,0,0)[21]",12,1.5875274188133757,5996.278149575919,5996.445173130523,6062.752855527531,16.301974452996546,38.65614864970303
"SARIMA(3,1,4)(1,0,1)[63]",11,1.58806952409768,5996.317549655471,5996.458801661892,6057.252696777783,16.315602984365796,33.155989899954875
"SARIMA(4,1,3)(1,0,1)[63]",11,1.5880725048383997,5996.328763202059,5996.47001520848,6057.263910324371,16.326816530953693,33.16720344654277
"SARIMA(3,1,3)(2,0,1)[63]",11,1.5880746036484563,5996.336658925493,5996.477910931913,6057.271806047805,16.33471225438734,33.17509916997642
"SARIMA(3,1,5)(0,0,2)[21]",12,1.5875395586611047,5996.323819683076,5996.49084323768,6062.798525634688,16.34764456015364,38.70181875686012
"SARIMA(5,1,4)(1,0,1)[21]",13,1.587001591826687,5996.299988451997,5996.494953636785,6068.31425323291,16.35175495925887,44.21754635508205
"SARIMA(4,1,2)(0,0,1)[63]",9,1.589165022548151,5996.438814826144,5996.535020063985,6046.294844289853,16.391821386459014,22.198137412025066
"SARIMA(5,1,2)(2,0,1)[21]",12,1.5875529464786675,5996.374184652748,5996.541208207352,6062.84889060436,16.398009529825686,38.75218372653217
"SARIMA(3,1,2)(0,0,2)[63]",9,1.5891709448770284,5996.461094627381,5996.5572998652215,6046.31712409109,16.41410118769545,22.2204172132615
"SARIMA(5,1,2)(1,0,2)[21]",12,1.5875611245871974,5996.404950697037,5996.57197425164,6062.879656648649,16.428775574114297,38.78294977082078
"SARIMA(3,1,4)(0,0,2)[63]",11,1.588104509990919,5996.449166585838,5996.590418592258,6057.384313708149,16.44721991473216,33.28760683032124
"SARIMA(4,1,3)(0,0,2)[63]",11,1.588108099919955,5996.462671898871,5996.603923905292,6057.397819021183,16.46072522776558,33.30111214335466
"SARIMA(4,1,4)(0,0,2)[21]",12,1.5875755077686475,5996.459060225652,5996.626083780256,6062.933766177264,16.482885102729597,38.83705929943608
"SARIMA(5,1,3)(1,0,1)[21]",12,1.5875772464295963,5996.465601068141,5996.6326246227445,6062.940307019753,16.4894259452185,38.84360014192498
"SARIMA(4,1,4)(2,0,1)[21]",13,1.5870489579129388,5996.478179668476,5996.673144853264,6068.492444449389,16.529946175737678,44.39573757156086
"SARIMA(5,1,3)(2,0,2)[63]",14,1.5865150730038493,5996.469704640481,5996.694785026333,6074.023528250696,16.551586348807177,49.92682137286738
"SARIMA(4,1,4)(1,0,2)[21]",13,1.5870667108403025,5996.544966181218,5996.739931366006,6068.559230962132,16.596732688480188,44.46252408430337
"SARIMA(4,1,5)(2,0,0)[21]",13,1.587078429966132,5996.589053532589,5996.784018717377,6068.603318313502,16.64082003985095,44.50661143567413
"SARIMA(3,1,4)(2,0,0)[63]",11,1.5881573520136378,5996.647958275305,5996.789210281726,6057.583105397617,16.646011604199884,33.48639851978896
"SARIMA(2,1,4)(0,0,1)[63]",9,1.5892334381798932,5996.696194432758,5996.792399670599,6046.552223896467,16.649200993072554,22.4555170186386
"SARIMA(2,1,3)(0,0,2)[63]",9,1.5892339604034942,5996.6981590379455,5996.794364275786,6046.554188501655,16.651165598260377,22.457481623826425
"SARIMA(4,1,4)(2,0,0)[21]",12,1.5876209838346007,5996.630141185768,5996.797164740371,6063.10484713738,16.65396606284503,39.00814025955151
"SARIMA(4,1,3)(2,0,0)[63]",11,1.5881606830132322,5996.66048949578,5996.8017415022005,6057.595636618092,16.65854282467444,33.49892974026352
"SARIMA(3,1,5)(1,0,1)[21]",12,1.5876231402606946,5996.638253660733,5996.805277215337,6063.112959612346,16.662078537810885,39.016252734517366
"SARIMA(5,1,4)(2,0,0)[21]",13,1.587087415591337,5996.62285745461,5996.817822639398,6068.637122235524,16.674623961872385,44.540415357695565
"SARIMA(3,1,5)(1,0,2)[63]",13,1.5870884169021986,5996.626624386071,5996.821589570859,6068.640889166984,16.678390893333017,44.5441822891562
"SARIMA(5,1,2)(2,0,1)[5]",12,1.5876336273016496,5996.677705908805,5996.844729463409,6063.1524118604175,16.701530785882824,39.055704982589305
"SARIMA(5,1,3)(0,0,2)[63]",12,1.5876387099501368,5996.696826832414,5996.863850387018,6063.171532784027,16.720651709491904,39.074825906198384
"SARIMA(2,1,4)(1,0,2)[63]",11,1.5881792254328098,5996.73024607823,5996.871498084651,6057.665393200542,16.728299407124723,33.5686863227138
"SARIMA(4,1,2)(1,0,2)[63]",11,1.5881843859199414,5996.74965983082,5996.89091183724,6057.684806953132,16.747713159714294,33.58810007530337
"SARIMA(4,1,5)(0,0,1)[63]",12,1.5876543116175543,5996.75552030524,5996.922543859843,6063.230226256852,16.77934518231723,39.13351937902371
"SARIMA(2,1,5)(2,0,0)[63]",11,1.588196233878806,5996.794231852068,5996.935483858489,6057.72937897438,16.792285180962608,33.63267209655169
"SARIMA(5,1,4)(0,0,1)[63]",12,1.58766840704239,5996.808547293471,5996.975570848074,6063.283253245083,16.832372170548297,39.18654636725478
"SARIMA(2,1,4)(2,0,1)[63]",11,1.5882282901280838,5996.914827461851,5997.056079468272,6057.849974584163,16.912880790745476,33.753267706334555
"SARIMA(3,1,5)(2,0,1)[63]",13,1.5871525954977304,5996.868064262461,5997.063029447249,6068.882329043375,16.919830769723376,44.78562216554656
"SARIMA(4,1,2)(2,0,1)[63]",11,1.588233260198899,5996.933524868258,5997.074776874679,6057.86867199057,16.931578197152703,33.77196511274178
"SARIMA(3,1,5)(0,0,2)[63]",12,1.5876979477738613,5996.9196795252665,5997.08670307987,6063.394385476879,16.943504402343933,39.297678599050414
"SARIMA(5,1,4)(1,0,0)[63]",12,1.5877121793383535,5996.973218670886,5997.14024222549,6063.447924622498,16.997043547963585,39.35121774467007
"SARIMA(4,1,5)(1,0,0)[63]",12,1.5877131553610582,5996.976890468301,5997.143914022904,6063.451596419913,17.000715345378012,39.35488954208449
"SARIMA(4,1,2)(1,0,0)[63]",9,1.5893332095207424,5997.071534217033,5997.167739454874,6046.927563680742,17.024540777348193,22.83085680291424
"SARIMA(4,1,5)(0,0,2)[21]",13,1.5871844929707732,5996.988062556049,5997.183027740837,6069.0023273369625,17.039829063311117,44.9056204591343
"SARIMA(2,1,2)(2,0,2)[21]",10,1.5888070890521473,5997.092269014178,5997.209916073001,6052.487857307188,17.06671739547528,28.391150429360096
"SARIMA(5,1,4)(0,0,2)[21]",13,1.587194238448222,5997.024725042212,5997.219690227,6069.038989823125,17.076491549473758,44.94228294529694
"SARIMA(5,1,5)(2,0,2)[63]",16,1.5855745774740144,5996.931560457242,5997.223405950805,6085.564501726059,17.080207273278575,61.46779484823037
"SARIMA(3,1,2)(2,0,0)[63]",9,1.5893648071604796,5997.190404537724,5997.286609775565,6047.046434001433,17.143411098038996,22.949727123605044
"SARIMA(4,1,2)(2,0,0)[21]",10,1.5888289368641226,5997.174460482829,5997.2921075416525,6052.57004877584,17.148908864126497,28.47334189801132
"SARIMA(3,1,2)(2,0,1)[21]",10,1.5888338179360957,5997.192823075591,5997.310470134415,6052.588411368602,17.167271456888557,28.491704490773373
"SARIMA(5,1,3)(2,0,0)[63]",12,1.587759377567159,5997.150778407652,5997.317801962256,6063.625484359264,17.17460328472953,39.52877748143601
"SARIMA(3,1,4)(1,0,2)[21]",12,1.5877683129255449,5997.1843932259,5997.351416780503,6063.659099177512,17.2082181029773,39.56239229968378
"SARIMA(3,1,4)(2,0,1)[21]",12,1.5877755309302355,5997.211547359547,5997.37857091415,6063.686253311159,17.235372236624244,39.589546433330725
"SARIMA(4,1,3)(1,0,2)[21]",12,1.5877759547225592,5997.213141666268,5997.380165220871,6063.68784761788,17.23696654334526,39.59114074005174
"SARIMA(4,1,2)(0,0,2)[21]",10,1.5888561761054731,5997.27693450879,5997.394581567613,6052.6725228018,17.25138289008737,28.575815923972183
"SARIMA(4,1,3)(2,0,1)[21]",12,1.5877829448939935,5997.239438691204,5997.406462245807,6063.714144642816,17.263263568281218,39.6174377649877
"SARIMA(3,1,2)(1,0,2)[21]",10,1.5888674557049625,5997.319368362068,5997.437015420892,6052.714956655079,17.293816743365824,28.61824977725064
"SARIMA(3,1,3)(2,0,2)[21]",12,1.587792013062194,5997.273553139973,5997.4405766945765,6063.748259091585,17.297378017050505,39.651552213756986
"SARIMA(4,1,4)(2,0,0)[63]",12,1.5877928883580252,5997.276846002891,5997.443869557495,6063.751551954503,17.300670879968493,39.654845076674974
"SARIMA(4,1,4)(1,0,1)[63]",12,1.587793068901839,5997.277525208718,5997.444548763321,6063.75223116033,17.301350085795093,39.65552428250157
"SARIMA(2,1,4)(1,0,0)[63]",9,1.589407603554115,5997.351404570581,5997.4476098084215,6047.20743403429,17.30441113089546,23.110727156461508
"SARIMA(2,1,4)(2,0,2)[63]",12,1.5878061250057025,5997.326642271452,5997.493665826056,6063.801348223064,17.350467148529788,39.70464134523627
"SARIMA(3,1,5)(2,0,0)[63]",12,1.5878083062569543,5997.334848138662,5997.5018716932655,6063.809554090274,17.35867301573944,39.71284721244592
"SARIMA(4,1,2)(2,0,2)[63]",12,1.5878102708922428,5997.342239096617,5997.5092626512205,6063.816945048229,17.36606397369451,39.72023817040099
"SARIMA(3,1,5)(2,0,2)[63]",14,1.5867333058303006,5997.290696533591,5997.515776919443,6074.844520143805,17.372578241916926,50.74781326597713
"SARIMA(2,1,3)(2,0,0)[63]",9,1.5894345929602531,5997.452938716472,5997.549143954313,6047.308968180181,17.40594527678695,23.212261302353
"SARIMA(4,1,4)(0,0,2)[63]",12,1.5878217749152894,5997.385517231319,5997.552540785922,6063.860223182931,17.40934210839623,39.76351630510271
"SARIMA(5,1,5)(1,0,2)[63]",15,1.5862124051308937,5997.331068102421,5997.588440756577,6080.4244505419365,17.44524207905124,56.32774366410831
"SARIMA(2,1,3)(2,0,1)[21]",10,1.5889114423259263,5997.484846030136,5997.602493088959,6052.880434323146,17.459294411432893,28.78372744531771
"SARIMA(2,1,4)(2,0,0)[21]",10,1.5889158622474708,5997.501473774985,5997.619120833809,6052.897062067996,17.47592215628265,28.800355190167465
"SARIMA(5,1,5)(2,0,1)[63]",15,1.586231232999127,5997.401898542716,5997.659271196872,6080.495280982231,17.51607251934547,56.39857410440254
"SARIMA(2,1,4)(0,0,2)[21]",10,1.58894246023656,5997.601535409939,5997.7191824687625,6052.9971237029495,17.575983791236467,28.900416825121283
"SARIMA(2,1,3)(1,0,2)[21]",10,1.5889492751906644,5997.627173267279,5997.744820326103,6053.02276156029,17.601621648576838,28.92605468246165
"SARIMA(2,1,5)(2,0,1)[21]",12,1.587901518728956,5997.685513458333,5997.852537012936,6064.160219409945,17.709338335410393,40.06351253211688
"SARIMA(4,1,2)(1,0,1)[21]",10,1.5889919270141006,5997.787629427046,5997.90527648587,6053.183217720057,17.762077808343747,29.086510842228563
"SARIMA(5,1,2)(2,0,2)[5]",13,1.5873772778005146,5997.713319085536,5997.908284270324,6069.727583866449,17.765085592797732,45.63087698862091
"SARIMA(2,1,5)(1,0,2)[21]",12,1.5879206244014286,5997.757388998174,5997.9244125527775,6064.232094949786,17.781213875251524,40.135388071958005
"SARIMA(4,1,5)(2,0,1)[21]",14,1.5869018496123453,5997.924758241643,5998.149838627495,6075.478581851858,18.006639949969212,51.381874974029415
"SARIMA(4,1,5)(1,0,2)[21]",14,1.5869128539980473,5997.966156740654,5998.191237126506,6075.5199803508685,18.04803844898015,51.423273473040354
"SARIMA(5,1,4)(2,0,1)[21]",14,1.5869146823325797,5997.973034935165,5998.198115321017,6075.52685854538,18.0549166434912,51.4301516675514
"SARIMA(2,1,4)(1,0,1)[21]",10,1.5890727507062872,5998.091688157052,5998.209335215875,6053.487276450062,18.066136538349383,29.3905695722342
"SARIMA(5,1,2)(1,0,0)[5]",10,1.589077952565762,5998.111257552397,5998.22890461122,6053.506845845407,18.085705933694044,29.41013896757886
"SARIMA(5,1,4)(1,0,2)[21]",14,1.5869266371365407,5998.018008907666,5998.243089293518,6075.5718325178805,18.09989061599208,51.47512564005228
"SARIMA(5,1,3)(1,0,2)[21]",13,1.5874751622890928,5998.081560531567,5998.276525716356,6070.095825312481,18.13332703882952,45.9991184346527
"SARIMA(3,1,4)(2,0,2)[63]",13,1.5874757989646515,5998.083955705019,5998.278920889808,6070.098220485933,18.135722212281507,46.00151360810469
"SARIMA(5,1,3)(2,0,1)[21]",13,1.5874765641187174,5998.086834214615,5998.281799399403,6070.101098995528,18.138600721877083,46.00439211770026
"SARIMA(4,1,3)(2,0,2)[63]",13,1.587480749198165,5998.102578483497,5998.2975436682855,6070.116843264411,18.15434499075945,46.02013638658264
"SARIMA(3,1,4)(1,0,2)[63]",12,1.588033372948381,5998.18154903181,5998.348572586414,6064.656254983423,18.20537390888785,40.55954810559433
"SARIMA(4,1,3)(1,0,2)[63]",12,1.5880362548734046,5998.1923908337485,5998.359414388352,6064.667096785361,18.216215710825963,40.57038990753245
"SARIMA(3,1,5)(1,0,2)[21]",13,1.5875200040121626,5998.250255093756,5998.445220278544,6070.2645198746695,18.30202160101817,46.16781299684135
"SARIMA(3,1,5)(2,0,1)[21]",13,1.5875229459520233,5998.261322671511,5998.456287856299,6070.275587452425,18.313089178773225,46.178880574596405
"SARIMA(5,1,2)(0,0,2)[5]",11,1.5886031634823323,5998.325101020534,5998.4663530269545,6059.260248142846,18.32315434942848,35.16354126501756
"SARIMA(5,1,2)(1,0,1)[5]",11,1.5886033979619425,5998.325983132828,5998.467235139248,6059.26113025514,18.324036461722244,35.16442337731132
"SARIMA(4,1,2)(0,0,2)[63]",10,1.589143473178873,5998.35774609892,5998.475393157743,6053.75333439193,18.332194480217368,29.656627514102183
"SARIMA(3,1,4)(2,0,1)[63]",12,1.588067528814464,5998.3100434000135,5998.477066954617,6064.784749351626,18.333868277090914,40.6880424737974
"SARIMA(4,1,3)(2,0,1)[63]",12,1.5880704721389909,5998.321116186884,5998.488139741487,6064.795822138496,18.34494106396141,40.699115260667895
"SARIMA(4,1,4)(2,0,2)[21]",14,1.586996295310889,5998.280062959564,5998.505143345416,6075.833886569779,18.361944667890384,51.73717969195059
"SARIMA(5,1,2)(2,0,2)[21]",13,1.5875461978227332,5998.348796209122,5998.54376139391,6070.363060990036,18.40056271638423,46.26635411220741
"SARIMA(4,1,5)(1,0,1)[63]",13,1.5875869069159927,5998.501943817964,5998.696909002752,6070.516208598878,18.553710325226348,46.41950172104953
"SARIMA(2,1,4)(0,0,2)[63]",10,1.5892088483517324,5998.603687499217,5998.72133455804,6053.999275792227,18.57813588051431,29.90256891439913
"SARIMA(5,1,4)(1,0,1)[63]",13,1.5876020623932403,5998.55895872337,5998.753923908158,6070.573223504283,18.610725230631942,46.47651662645512
"SARIMA(4,1,5)(0,0,2)[63]",13,1.5876396862901312,5998.700499823473,5998.895465008261,6070.714764604387,18.75226633073544,46.61805772655862
"SARIMA(5,1,4)(0,0,2)[63]",13,1.5876537085279017,5998.753251481966,5998.948216666754,6070.767516262879,18.805017989227963,46.67080938505114
"SARIMA(3,1,2)(2,0,2)[21]",11,1.5887492533761718,5998.874691201158,5999.015943207579,6059.80983832347,18.87274453005284,35.71313144564192
"SARIMA(4,1,4)(2,0,2)[63]",14,1.5871447753529295,5998.838644877721,5999.063725263573,6076.392468487936,18.920526586047345,52.29576161010755
"SARIMA(5,1,1)(1,0,0)[5]",9,1.5898511650747895,5999.020083011359,5999.1162882492,6048.876112475068,18.97308957167388,24.77940559723993
